,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
S. Tuano,ADMU,94.05000000000001,20.0,40.0,50.0,19.0,31.0,61.29032258064516,1.0,9.0,11.11111111111111,12.0,30.0,40.0,53.0,10.0,8.0,18.0,3.0,8.0,4.0,0.0,4.0,7.0,18.0,-20.0,1.0,4.0
F. Edu,ADMU,11.3166666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,2.0,7.0,1.0,3.0
W. Espina,ADMU,44.1999999999,4.0,18.0,22.22222222222222,1.0,7.0,14.285714285714286,3.0,11.0,27.272727272727273,4.0,5.0,80.0,15.0,2.0,3.0,5.0,6.0,2.0,3.0,1.0,4.0,5.0,2.0,5.0,1.0,4.0
C. Koon,ADMU,32.1166666667,4.0,13.0,30.76923076923077,2.0,8.0,25.0,2.0,5.0,40.0,1.0,3.0,33.333333333333336,11.0,2.0,3.0,5.0,2.0,2.0,1.0,0.0,1.0,5.0,5.0,9.0,1.0,2.0
M. Reyes,ADMU,2.4833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0
K. Porter,ADMU,91.5666666667,11.0,30.0,36.666666666666664,9.0,19.0,47.36842105263158,2.0,11.0,18.181818181818183,5.0,9.0,55.55555555555556,29.0,10.0,21.0,31.0,1.0,4.0,2.0,1.0,3.0,8.0,6.0,-7.0,1.0,4.0
K. Ong,ADMU,24.9333333333,2.0,3.0,66.66666666666667,2.0,3.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,-11.0,1.0,4.0
K. Gamber,ADMU,19.9833333334,3.0,7.0,42.857142857142854,0.0,1.0,0.0,3.0,6.0,50.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,-18.0,1.0,3.0
S. Quitevis,ADMU,106.63333333340002,3.0,10.0,30.0,2.0,4.0,50.0,1.0,6.0,16.666666666666668,4.0,4.0,100.0,11.0,2.0,7.0,9.0,13.0,1.0,3.0,0.0,3.0,11.0,5.0,-17.0,1.0,4.0
I. Espinosa,ADMU,70.78333333329999,5.0,20.0,25.0,5.0,15.0,33.333333333333336,0.0,5.0,0.0,5.0,8.0,62.5,15.0,3.0,12.0,15.0,9.0,3.0,6.0,2.0,8.0,6.0,13.0,-14.0,1.0,4.0
J. Lazaro,ADMU,104.5999999999,18.0,41.0,43.90243902439025,16.0,35.0,45.714285714285715,2.0,6.0,33.333333333333336,4.0,10.0,40.0,42.0,11.0,19.0,30.0,9.0,9.0,2.0,2.0,4.0,8.0,17.0,-32.0,1.0,4.0
J. Bahay,ADMU,91.95,8.0,41.0,19.51219512195122,3.0,13.0,23.076923076923077,5.0,28.0,17.857142857142858,8.0,10.0,80.0,29.0,4.0,12.0,16.0,17.0,4.0,4.0,0.0,4.0,7.0,13.0,-16.0,1.0,4.0
A. Bongo,ADMU,70.75,3.0,21.0,14.285714285714286,1.0,7.0,14.285714285714286,2.0,14.0,14.285714285714286,10.0,11.0,90.9090909090909,18.0,0.0,5.0,5.0,5.0,2.0,3.0,1.0,4.0,8.0,7.0,-24.0,1.0,4.0
A. Balogun,ADMU,34.2833333333,3.0,7.0,42.857142857142854,3.0,6.0,50.0,0.0,1.0,0.0,4.0,9.0,44.44444444444444,10.0,3.0,5.0,8.0,2.0,4.0,1.0,4.0,5.0,11.0,8.0,-15.0,1.0,4.0
M. Erolon,AdU,76.2166666666,12.0,31.0,38.70967741935484,9.0,18.0,50.0,3.0,13.0,23.076923076923077,1.0,2.0,50.0,28.0,1.0,3.0,4.0,17.0,5.0,6.0,0.0,6.0,8.0,6.0,9.0,3.0,5.0
M. Anabo,AdU,67.6166666667,5.0,18.0,27.77777777777778,3.0,5.0,60.0,2.0,13.0,15.384615384615385,4.0,8.0,50.0,16.0,0.0,10.0,10.0,6.0,2.0,1.0,0.0,1.0,3.0,8.0,7.0,3.0,5.0
J. Barcelona,AdU,7.2666666667,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,-15.0,1.0,2.0
F. Dignadice,AdU,6.733333333400001,1.0,3.0,33.333333333333336,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-12.0,2.0,4.0
E. Ramos,AdU,49.65,5.0,17.0,29.41176470588235,4.0,14.0,28.571428571428573,1.0,3.0,33.333333333333336,3.0,6.0,50.0,14.0,5.0,7.0,12.0,1.0,2.0,1.0,0.0,1.0,9.0,12.0,-18.0,3.0,5.0
M. Barasi Jr,AdU,58.1166666666,2.0,10.0,20.0,2.0,10.0,20.0,0.0,0.0,0.0,7.0,9.0,77.77777777777777,11.0,2.0,8.0,10.0,1.0,3.0,0.0,0.0,0.0,7.0,8.0,-18.0,3.0,5.0
J. Yerro,AdU,108.83333333329999,11.0,36.0,30.555555555555557,8.0,18.0,44.44444444444444,3.0,18.0,16.666666666666668,9.0,11.0,81.81818181818181,34.0,3.0,10.0,13.0,4.0,10.0,4.0,0.0,4.0,10.0,9.0,-3.0,3.0,5.0
J. Calisay,AdU,87.75000000000001,5.0,29.0,17.24137931034483,3.0,15.0,20.0,2.0,14.0,14.285714285714286,0.0,2.0,0.0,12.0,4.0,19.0,23.0,8.0,4.0,3.0,0.0,3.0,6.0,2.0,-16.0,3.0,5.0
R. Mantua,AdU,78.35,11.0,23.0,47.82608695652174,7.0,13.0,53.84615384615385,4.0,10.0,40.0,5.0,6.0,83.33333333333333,31.0,2.0,8.0,10.0,5.0,6.0,2.0,1.0,3.0,5.0,5.0,-17.0,3.0,5.0
A. Fransman,AdU,92.3666666666,10.0,36.0,27.77777777777778,6.0,19.0,31.57894736842105,4.0,17.0,23.529411764705884,4.0,4.0,100.0,28.0,7.0,31.0,38.0,5.0,8.0,8.0,2.0,10.0,7.0,6.0,-7.0,3.0,5.0
M. Ojarikre,AdU,109.30000000000001,8.0,14.0,57.142857142857146,8.0,14.0,57.142857142857146,0.0,0.0,0.0,2.0,8.0,25.0,18.0,14.0,37.0,51.0,0.0,7.0,0.0,12.0,12.0,9.0,8.0,2.0,3.0,5.0
A. Ignacio,AdU,5.8833333332999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,3.0,4.0
C. Manzano,AdU,106.45000000000002,15.0,35.0,42.857142857142854,15.0,35.0,42.857142857142854,0.0,0.0,0.0,13.0,15.0,86.66666666666667,43.0,17.0,23.0,40.0,9.0,15.0,2.0,7.0,9.0,15.0,17.0,32.0,3.0,5.0
A. Ronzone,AdU,13.4666666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0
C. Alexander,AdU,29.3500000001,1.0,4.0,25.0,0.0,0.0,0.0,1.0,4.0,25.0,1.0,2.0,50.0,4.0,1.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,7.0,2.0,4.0
M. Montebon,AdU,102.0833333333,16.0,42.0,38.095238095238095,11.0,26.0,42.30769230769231,5.0,16.0,31.25,13.0,15.0,86.66666666666667,50.0,3.0,11.0,14.0,11.0,10.0,7.0,0.0,7.0,8.0,13.0,1.0,3.0,5.0
K. Quiambao,DLSU,152.6666666667,31.0,78.0,39.743589743589745,21.0,41.0,51.21951219512195,10.0,37.0,27.027027027027028,13.0,20.0,65.0,85.0,13.0,33.0,46.0,31.0,18.0,8.0,1.0,9.0,6.0,24.0,55.0,4.0,5.0
R. Gonzales,DLSU,63.699999999899994,11.0,16.0,68.75,10.0,15.0,66.66666666666667,1.0,1.0,100.0,4.0,6.0,66.66666666666667,27.0,5.0,10.0,15.0,5.0,8.0,6.0,2.0,8.0,10.0,4.0,-1.0,4.0,5.0
J. Macalalag,DLSU,101.44999999999999,13.0,29.0,44.827586206896555,11.0,20.0,55.0,2.0,9.0,22.22222222222222,3.0,7.0,42.857142857142854,31.0,7.0,8.0,15.0,6.0,4.0,3.0,1.0,4.0,4.0,8.0,41.0,4.0,5.0
A. Konov,DLSU,16.9666666667,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,-8.0,3.0,3.0
