,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
M. Reyes,ADMU,2.4833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0
I. Espinosa,ADMU,70.78333333329999,5.0,20.0,25.0,5.0,15.0,33.333333333333336,0.0,5.0,0.0,5.0,8.0,62.5,15.0,3.0,12.0,15.0,9.0,3.0,6.0,2.0,8.0,6.0,13.0,-14.0,1.0,4.0
K. Porter,ADMU,91.5666666667,11.0,30.0,36.666666666666664,9.0,19.0,47.36842105263158,2.0,11.0,18.181818181818183,5.0,9.0,55.55555555555556,29.0,10.0,21.0,31.0,1.0,4.0,2.0,1.0,3.0,8.0,6.0,-7.0,1.0,4.0
W. Espina,ADMU,44.1999999999,4.0,18.0,22.22222222222222,1.0,7.0,14.285714285714286,3.0,11.0,27.272727272727273,4.0,5.0,80.0,15.0,2.0,3.0,5.0,6.0,2.0,3.0,1.0,4.0,5.0,2.0,5.0,1.0,4.0
C. Koon,ADMU,32.1166666667,4.0,13.0,30.76923076923077,2.0,8.0,25.0,2.0,5.0,40.0,1.0,3.0,33.333333333333336,11.0,2.0,3.0,5.0,2.0,2.0,1.0,0.0,1.0,5.0,5.0,9.0,1.0,2.0
F. Edu,ADMU,11.3166666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,2.0,7.0,1.0,3.0
S. Quitevis,ADMU,106.63333333340002,3.0,10.0,30.0,2.0,4.0,50.0,1.0,6.0,16.666666666666668,4.0,4.0,100.0,11.0,2.0,7.0,9.0,13.0,1.0,3.0,0.0,3.0,11.0,5.0,-17.0,1.0,4.0
K. Ong,ADMU,24.9333333333,2.0,3.0,66.66666666666667,2.0,3.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,-11.0,1.0,4.0
S. Tuano,ADMU,94.05000000000001,20.0,40.0,50.0,19.0,31.0,61.29032258064516,1.0,9.0,11.11111111111111,12.0,30.0,40.0,53.0,10.0,8.0,18.0,3.0,8.0,4.0,0.0,4.0,7.0,18.0,-20.0,1.0,4.0
K. Gamber,ADMU,19.9833333334,3.0,7.0,42.857142857142854,0.0,1.0,0.0,3.0,6.0,50.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,-18.0,1.0,3.0
J. Bahay,ADMU,91.95,8.0,41.0,19.51219512195122,3.0,13.0,23.076923076923077,5.0,28.0,17.857142857142858,8.0,10.0,80.0,29.0,4.0,12.0,16.0,17.0,4.0,4.0,0.0,4.0,7.0,13.0,-16.0,1.0,4.0
A. Bongo,ADMU,70.75,3.0,21.0,14.285714285714286,1.0,7.0,14.285714285714286,2.0,14.0,14.285714285714286,10.0,11.0,90.9090909090909,18.0,0.0,5.0,5.0,5.0,2.0,3.0,1.0,4.0,8.0,7.0,-24.0,1.0,4.0
A. Balogun,ADMU,34.2833333333,3.0,7.0,42.857142857142854,3.0,6.0,50.0,0.0,1.0,0.0,4.0,9.0,44.44444444444444,10.0,3.0,5.0,8.0,2.0,4.0,1.0,4.0,5.0,11.0,8.0,-15.0,1.0,4.0
J. Lazaro,ADMU,104.5999999999,18.0,41.0,43.90243902439025,16.0,35.0,45.714285714285715,2.0,6.0,33.333333333333336,4.0,10.0,40.0,42.0,11.0,19.0,30.0,9.0,9.0,2.0,2.0,4.0,8.0,17.0,-32.0,1.0,4.0
