,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
M. Reyes,ADMU,5.0666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,2.0
I. Espinosa,ADMU,133.4333333333,8.0,33.0,24.242424242424242,7.0,21.0,33.333333333333336,1.0,12.0,8.333333333333334,11.0,16.0,68.75,28.0,4.0,19.0,23.0,14.0,5.0,8.0,3.0,11.0,14.0,23.0,-35.0,2.0,8.0
K. Porter,ADMU,184.1,22.0,64.0,34.375,15.0,38.0,39.473684210526315,7.0,26.0,26.923076923076923,9.0,17.0,52.94117647058823,60.0,16.0,39.0,55.0,4.0,8.0,8.0,4.0,12.0,18.0,11.0,-11.0,2.0,8.0
W. Espina,ADMU,70.0833333332,6.0,24.0,25.0,3.0,10.0,30.0,3.0,14.0,21.428571428571427,4.0,7.0,57.142857142857146,19.0,3.0,4.0,7.0,7.0,5.0,5.0,1.0,6.0,10.0,4.0,16.0,2.0,8.0
C. Koon,ADMU,145.5166666666,11.0,49.0,22.448979591836736,5.0,23.0,21.73913043478261,6.0,26.0,23.076923076923077,8.0,16.0,50.0,36.0,5.0,16.0,21.0,15.0,5.0,3.0,0.0,3.0,15.0,18.0,-4.0,2.0,6.0
F. Edu,ADMU,20.5666666667,2.0,3.0,66.66666666666667,2.0,2.0,100.0,0.0,1.0,0.0,1.0,4.0,25.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,10.0,2.0,4.0
S. Quitevis,ADMU,210.1000000001,9.0,22.0,40.90909090909091,6.0,11.0,54.54545454545455,3.0,11.0,27.272727272727273,6.0,6.0,100.0,27.0,5.0,11.0,16.0,18.0,5.0,4.0,0.0,4.0,25.0,8.0,-43.0,2.0,8.0
K. Ong,ADMU,39.15,2.0,4.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,5.0,2.0,8.0,10.0,0.0,1.0,0.0,2.0,2.0,7.0,2.0,-8.0,1.0,6.0
S. Tuano,ADMU,161.0833333334,33.0,62.0,53.225806451612904,30.0,50.0,60.0,3.0,12.0,25.0,17.0,40.0,42.5,86.0,12.0,11.0,23.0,6.0,16.0,6.0,0.0,6.0,15.0,28.0,-42.0,2.0,8.0
K. Gamber,ADMU,48.6,7.0,21.0,33.333333333333336,0.0,5.0,0.0,7.0,16.0,43.75,1.0,1.0,100.0,22.0,0.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,-23.0,2.0,7.0
J. Bahay,ADMU,190.9666666667,24.0,98.0,24.489795918367346,11.0,32.0,34.375,13.0,66.0,19.696969696969695,18.0,28.0,64.28571428571429,79.0,8.0,20.0,28.0,39.0,8.0,7.0,0.0,7.0,14.0,26.0,0.0,2.0,8.0
A. Bongo,ADMU,155.7833333334,14.0,52.0,26.923076923076923,3.0,14.0,21.428571428571427,11.0,38.0,28.94736842105263,12.0,14.0,85.71428571428571,51.0,8.0,14.0,22.0,11.0,5.0,6.0,2.0,8.0,16.0,14.0,-12.0,2.0,8.0
A. Balogun,ADMU,86.3166666667,7.0,21.0,33.333333333333336,7.0,18.0,38.888888888888886,0.0,3.0,0.0,10.0,19.0,52.63157894736842,24.0,12.0,18.0,30.0,2.0,7.0,3.0,4.0,7.0,17.0,19.0,-27.0,2.0,8.0
J. Lazaro,ADMU,173.51666666659997,29.0,65.0,44.61538461538461,24.0,54.0,44.44444444444444,5.0,11.0,45.45454545454545,6.0,15.0,40.0,69.0,16.0,32.0,48.0,13.0,12.0,5.0,4.0,9.0,15.0,24.0,-56.0,1.0,7.0
J. Calisay,AdU,155.0833333333,14.0,51.0,27.45098039215686,6.0,27.0,22.22222222222222,8.0,24.0,33.333333333333336,4.0,9.0,44.44444444444444,40.0,6.0,30.0,36.0,13.0,7.0,5.0,1.0,6.0,13.0,7.0,0.0,3.0,8.0
J. Yerro,AdU,180.3166666667,16.0,51.0,31.372549019607842,11.0,27.0,40.74074074074074,5.0,24.0,20.833333333333332,10.0,13.0,76.92307692307692,47.0,5.0,15.0,20.0,10.0,15.0,7.0,0.0,7.0,19.0,11.0,-27.0,3.0,8.0
J. Barcelona,AdU,9.3333333334,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,-10.0,1.0,3.0
R. Mantua,AdU,122.35,15.0,38.0,39.473684210526315,9.0,23.0,39.130434782608695,6.0,15.0,40.0,9.0,10.0,90.0,45.0,2.0,13.0,15.0,9.0,10.0,2.0,1.0,3.0,15.0,7.0,-31.0,3.0,8.0
F. Dignadice,AdU,7.066666666700001,1.0,3.0,33.333333333333336,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-9.0,2.0,5.0
